Score,Score Rank,Percentile,Percentile Rank
-5.7017,274,2.29,299
-1.9231,71,2.24,300
-5.6921,273,2.23,301
-5.8607,279,2.1,302
-2.2772,97,1.83,303
-7.0211,301,1.77,304
-7.4355,304,1.53,305
-4.8551,241,1.49,306
-7.5982,306,1.39,307
-6.5568,295,1.06,308
-10.059,310,0.96,309
-4.4745,227,0.85,310
